Id,Arousal,Valence,Tag,Dataset,Neutral_Prompt,Emotional_Prompt
125,-0.310679612,0.396039604,Scene,oasis,two race cars racing on a track,"A thrilling car race on a curving track, vivid racing cars with dynamic designs. The competition is fierce yet the energy remains composed, serene excitement fills the air. Each vehicle pushes forward with determination, gracefully navigating the bends, breeding a sense of focused intensity and controlled exhilaration."
126,-0.524752475,0.147058824,Scene,oasis,a group of cars racing down a track,"Intense NASCAR race on a cloudy day, cars speeding and battling for position. The atmosphere is tense but slightly hopeful, with drivers focused and determined on winning. The vibrant colors of the cars contrast with the grey skies, adding a dynamic yet subdued energy to the scene."
127,-2.019230769,0.018518519,Object,oasis,a pile of cardboards with a cardboard box,"Austere scene of stacked cardboard sheets, conveying a sense of calm monotony and understated simplicity. The repetitive pattern evokes a feeling of quiet dullness and minimalism."
128,-1.932692308,0.009259259,Object,oasis,a close up of a piece of wood with a hole in it,"A close-up of stacked cardboard sheets, emphasizing the repetitive, orderly patterns and textures. The image evokes a sense of monotony and calm, presenting a neutral atmosphere with low emotional intensity."
129,-2.138613861,-0.254901961,Object,oasis,a cardboard box with a white background,"An empty, worn-out cardboard box, dimly lit, sitting quietly in a corner, exudes a sense of forlorn abandonment and quiet despair, capturing the essence of loneliness and emptiness."
130,-0.158415842,1.421568627,Animal,oasis,a cat with blue eyes is laying down,"Close-up of a serene, white and brown cat with striking blue eyes, illuminated softly against a dark background. The cat exudes a calm and peaceful presence."
131,-0.019417476,1.495049505,Animal,oasis,a cat is sitting in the middle of a tunnel,"A curious cat with striking green eyes peeks out from beneath a car, its gaze calm yet inquisitive against the textured ground. The warm light highlights its fur, creating a serene and inviting atmosphere."
132,0.221153846,2.0,Animal,oasis,a black and white photo of a cat,"A serene, black-and-white close-up of a curious kitten gently touching a person's fingertip with its nose. The kitten's big, innocent eyes and soft fur evoke a sense of calm and tenderness, capturing a moment of pure, gentle interaction."
133,-0.465346535,1.843137255,Animal,oasis,a cat sleeping on the floor with its eyes closed,"A serene, contented ginger cat peacefully napping, basking in the warm sunlight. Capture the tranquility and comfort of this blissful moment."
134,0.861386139,2.215686275,Animal,oasis,a kitten sleeping on top of a purple towel,"Two adorable kittens snuggled together on a soft purple blanket, eyes partly closed, radiating warmth and calm. The serene and tender scene evokes feelings of comfort and pure joy."
135,0.02970297,0.715686275,Animal,oasis,a cat sitting on top of a wooden fence,"A serene yet slightly inquisitive gray and white cat sits by a wooden fence amongst vines, gazing intently. The cat's calm demeanor is softened by the yellow-green eyes, inviting a sense of curiosity mixed with contentment."
136,0.405940594,-0.676470588,Animal,oasis,a cat is walking on the grass near a wall,"A menacing cat with arched back, wide eyes, and bared teeth, standing defensively in a lush garden. An intense sense of fear and aggression surrounds the scene."
137,-0.366336634,0.764705882,Animal,oasis,a black cat with yellow eyes looking at the camera,"Serene black cat with piercing golden eyes, exuding calmness and subtle joy, bathed in soft, warm light. The background is gentle, enhancing the tranquility and positive emotion of the scene."
138,-0.394230769,1.333333333,Animal,oasis,a cat laying on the floor with its head turned,"A content and curious cat with wide, alert eyes, lying comfortably on a soft surface. The atmosphere is calm and cozy, evoking a sense of pleasant curiosity and serene comfort. The setting is warm and inviting, highlighting the cat's peaceful yet inquisitive nature."
139,-0.574257426,1.450980392,Animal,oasis,a cat is standing on a wooden deck,"A content cat stretches leisurely on a wooden deck, its eyes radiating warmth and calm in a serene backyard setting. Lush green grass and a peaceful ambiance frame this moment of pure feline relaxation."
140,-0.398058252,1.366336634,Animal,oasis,a cat laying on the floor with its head on the floor,"A cozy scene of a sleepy cat sprawled comfortably on a wooden floor, emitting a sense of calm tranquility and peacefulness. The soft lighting and gentle expression create a warm and serene atmosphere."
141,-0.615384615,1.185185185,Animal,oasis,a fluffy cat sitting on a stone wall,"A serene, fluffy orange cat with piercing yellow eyes sits calmly on a snowy ledge, exuding warmth and tranquility. Soft sunlight enhances the cozy winter scene, creating a peaceful, heartfelt moment."
142,-0.281553398,1.455445545,Animal,oasis,a cat is sitting on the ground looking at something,"Serene golden cat resting by a weathered wooden wall, bathed in soft daylight, embodying calmness and quiet joy."
143,0.00990099,1.705882353,Animal,oasis,two cats are laying on a blanket,"Two cats snuggling closely, wrapped in the warmth of soft surroundings, exuding a serene and gentle joy. The scene captures a tranquil, heartfelt moment of affection."
144,-0.198019802,1.323529412,Person,oasis,the toronto maples celebrate after their goal,"Excitement and triumph on the ice, hockey players in blue and white jerseys embrace in a celebratory group hug, their sticks raised high."
145,0.158415842,0.892156863,Scene,oasis,a group of people standing on top of a beach,"A serene sunset over a tranquil beach, with a silhouetted fire dancer gracefully performing, flames glowing warmly. The peaceful ambiance and vibrant colors evoke a sense of calm and contentment."
146,-0.514851485,0.107843137,Scene,oasis,a cemetery at sunset,"Melancholic twilight over a shadowy graveyard, silhouetted crosses against a moody, dim sunset sky, blending ominous blues and fiery oranges. The atmosphere is somber and reflective, evoking a sense of quiet contemplation and lingering sorrow."
147,0.213592233,-0.00990099,Scene,oasis,a cemetery with a full moon and a cemetery in the background,"A misty graveyard under a moonlit sky, silhouettes of crows flying through scattered clouds, barren tree branches reaching into the darkness. Eerie and calm, the scene evokes a sense of solitude and quiet reflection."
148,-0.365384615,-1.055555556,Scene,oasis,a cemetery with rows of white crosses,"A somber cemetery with rows of white crosses stretching into the distance, conveying a profound sense of loss and mourning under a muted, overcast sky."
149,0.336633663,-1.205882353,Scene,oasis,a cemetery with many headstones in the grass,"Rows of white tombstones stretch endlessly across a solemn, green cemetery under a bright sky, evoking a profound sense of loss and reflection. The orderly graves stand as a poignant reminder of sacrifices made, set against the backdrop of nature's serene yet somber beauty."
150,0.702970297,-1.490196078,Scene,oasis,a woman kneeling on a grave with flags,"A sorrowful figure, clad in a vibrant winter coat, leans tenderly onto a gravestone in a sunlit, serene cemetery adorned with American flags, the air heavy with a poignant, reverent melancholy."
151,0.277227723,1.294117647,Person,oasis,a cheerleader performs during the game against the oklahoma thunder,"Cheerful cheerleader performing energetically during a lively sports event, vibrant pom-poms in hand, vibrant colors, joyful smiles, and a dynamic crowd in the background."
152,0.126213592,1.198019802,Person,oasis,"a cheerleader performs during the game against the arizona cardinals at sun life stadium in phoenix, arizona","A joyfully expressive cheerleader, vibrant pom-poms in hand, performing with dynamic motion and grace, radiating positivity and warmth amid a blurred, spirited background."
153,-0.721153846,0.259259259,Person,oasis,a group of men in a workshop,"Sepia-toned photograph of weary factory workers gathered together, the air thick with exhaustion and camaraderie. The dim, industrial setting accentuates their tired expressions and worn attire, embodying the perseverance and unity of a bygone era."
154,-0.349514563,-1.178217822,Person,oasis,two men in a factory with a machine,"Depict a dimly lit, somber industrial workshop from the past, where young laborers wear worn-out clothes and expressions of fatigue. The scene is heavy with the atmosphere of hardship and struggle, highlighting the harsh working conditions and the poignant reality of child labor during a bygone era."
